Genome ID,Completeness,Phylum,Class,Order,Family,Genus,Species,FliF,FliG,FliI,FliR,FlhA,FlhB,FlgB,FlgC,FlgE,FlgK,FliE,FliP,FliQ,MotA,MotB,FliH,FliM,FliK,FlgD,FlgL,FliO,FliC,FliJ,FliL,FlgN,FlgF,FlgG,FliS,FliD,FliA,FlhF,PilZ/YcgR,FliT,FlgJ,FlgM,FlhG,FlgI,FlgH,FlgA,FlaG,FliW,MotE,CsrA,FlgR/FlrC/FlrA/FlaK/FlbD,SwrB/FlgW,SwrD,Flagellar_put/Putative,yvyF,YviE/DUF6470,FlaF,FliB,MotC,MotK,MotX ,MotY,PflA,PflB,FlcA,FlcB,FlcC,FlcD,FlbT,FlgP,FlgT,FliZ,tPilZ/FlgX,FlhC,FlhD,DUF327,FapA/DUF342,DUF1217,FlgO,FlaY,YdiV,FlhE,FlgQ,flk,Glucosaminidase,SwrA,FljA,SLT/Transglycosylase,FliN/FliY
GCF_002356355.1,99.23,p__Pseudomonadota,c__Gammaproteobacteria,o__Thiohalobacterales,f__Thiohalobacteraceae,g__Thiohalobacter,s__Thiohalobacter thiocyanaticus_A,WP_096366020.1,WP_096366021.1,WP_231971594.1,WP_096366039.1,WP_096366041.1,"WP_096366040.1,WP_096366054.1",WP_096366000.1,WP_096367533.1,WP_096366002.1,WP_096366008.1,WP_096366019.1,WP_096366037.1,WP_096366038.1,WP_096367020.1,WP_096367019.1,WP_096366022.1,WP_096366034.1,"WP_096366025.1,WP_157745492.1",WP_096366001.1,WP_096366009.1,WP_096366036.1,WP_096366011.1,WP_096366024.1,WP_096366033.1,WP_096365995.1,WP_096366003.1,WP_096366004.1,WP_096366014.1,WP_096366013.1,WP_096366044.1,WP_096366042.1,"WP_096365994.1,WP_096366857.1,WP_096367018.1,WP_172844243.1,WP_172844260.1",WP_096366015.1,WP_096366007.1,WP_096365996.1,"WP_096366665.1,WP_197703026.1",WP_096366006.1,WP_096366005.1,WP_157745481.1,WP_231971577.1,,,,"WP_096366016.1,WP_096366018.1",WP_096366052.1,,,,,,,,,,WP_157745553.1,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_096366035.1
GCF_001644015.1,99.94,p__Pseudomonadota,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__Methylomonas,s__Methylomonas lenta,WP_083960755.1,WP_066988097.1,WP_066988101.1,WP_066986622.1,WP_066986617.1,"WP_066984473.1,WP_066986619.1",WP_066984933.1,WP_066984930.1,WP_066984925.1,WP_066984906.1,WP_066988138.1,WP_157200596.1,WP_066986651.1,"WP_066981283.1,WP_066986595.1,WP_066987323.1","WP_066981286.1,WP_066986592.1,WP_066987326.1",WP_066988099.1,WP_066986633.1,"WP_066978174.1,WP_066988104.1",WP_066984927.1,WP_083960674.1,WP_066986627.1,"WP_066976909.1,WP_066976937.1",WP_066988103.1,"WP_066986636.1,WP_066987097.1",WP_066984945.1,WP_066984922.1,WP_066984919.1,WP_083960435.1,WP_066976915.1,WP_198159401.1,WP_066986613.1,"WP_066981289.1,WP_066981372.1,WP_066983335.1,WP_066984033.1,WP_066984369.1,WP_066984948.1,WP_066988219.1,WP_232322166.1",WP_157200428.1,WP_066984909.1,WP_066984941.1,WP_066986610.1,WP_066984912.1,WP_066984915.1,WP_066984938.1,WP_066976912.1,WP_066976367.1,,,"WP_066980858.1,WP_066988095.1",WP_198159400.1,,,,,,,,,,,,,,,,,,WP_066984020.1,WP_066984017.1,,,,,,,,WP_066976391.1,,,,,,,,,,WP_066986630.1
GCF_000025485.1,99.74,p__Pseudomonadota,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thermochromatium,s__Thermochromatium vinosum,WP_223295311.1,WP_012972108.1,WP_012972106.1,WP_012972096.1,WP_012972094.1,"WP_012969883.1,WP_012972095.1",WP_012969890.1,WP_012969891.1,WP_012969893.1,WP_012969899.1,WP_012972110.1,WP_012972100.1,WP_012972097.1,"WP_012971992.1,WP_012972086.1,WP_012972114.1","WP_012971993.1,WP_012972085.1,WP_012972115.1",WP_012972107.1,WP_012972103.1,"WP_012972104.1,WP_148217449.1",WP_012969892.1,WP_012969900.1,WP_012972101.1,WP_012971148.1,WP_012972105.1,"WP_012971422.1,WP_050750342.1",WP_012969885.1,WP_012969894.1,WP_012969895.1,WP_012971151.1,WP_012971150.1,WP_012972091.1,WP_012972093.1,"WP_012970776.1,WP_012971994.1",WP_012969496.1,WP_012969898.1,WP_012969886.1,"WP_012969939.1,WP_012972092.1",WP_012969897.1,WP_012969896.1,WP_012969887.1,WP_012971149.1,WP_012970795.1,WP_012969688.1,,WP_012972111.1,WP_012972082.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_012972102.1
GCF_000385215.1,99.97,p__Pseudomonadota,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Thioalkalivibrionaceae,g__Thioalkalivibrio,s__Thioalkalivibrio thiocyanoxidans,WP_019624271.1,WP_019624270.1,WP_018864368.1,WP_018864359.1,WP_018864357.1,"WP_018864342.1,WP_018864358.1",WP_038070408.1,WP_018864119.1,WP_019623465.1,WP_019623460.1,WP_018864372.1,WP_019624265.1,WP_018864360.1,"WP_018864349.1,WP_018864430.1,WP_018864856.1","WP_018864348.1,WP_018864855.1,WP_019624320.1",WP_019624269.1,WP_019624267.1,"WP_019624268.1,WP_026340385.1",WP_019623466.1,WP_019623459.1,WP_018864362.1,WP_019624358.1,WP_018864367.1,"WP_018864365.1,WP_018864569.1",WP_018864125.1,WP_019623464.1,WP_018864115.1,WP_019624354.1,WP_019624355.1,WP_018864354.1,WP_018864356.1,"WP_018863097.1,WP_018864765.1,WP_019623469.1",WP_019624353.1,WP_019623461.1,WP_018864124.1,WP_038070577.1,WP_019623462.1,WP_019623463.1,WP_026340306.1,WP_019624357.1,,,,"WP_019624272.1,WP_019624273.1",WP_018864343.1,,,,,,,,,,,,,,,,,,,,,WP_019624274.1,,,,,,,,,,,,,,,,WP_019624266.1
GCF_000024765.1,100.0,p__Pseudomonadota,c__Gammaproteobacteria,o__Halothiobacillales,f__Halothiobacillaceae,g__Halothiobacillus,s__Halothiobacillus neapolitanus,WP_012823326.1,WP_012823327.1,WP_181442977.1,WP_012823598.1,null,"WP_012823322.1,WP_012823599.1",WP_012824632.1,WP_208107196.1,WP_012824629.1,WP_012824623.1,WP_012823325.1,WP_133484605.1,WP_012823597.1,"WP_012823907.1,WP_012824542.1","WP_012823908.1,WP_012824543.1",WP_012823328.1,WP_012823593.1,"WP_012823323.1,WP_012823331.1",WP_012824630.1,WP_012824622.1,WP_166635974.1,WP_133484604.1,WP_166636015.1,WP_012823592.1,WP_012824406.1,WP_012824628.1,WP_012824627.1,WP_081441094.1,WP_012823513.1,WP_012823602.1,WP_012823600.1,WP_012824712.1,WP_012823515.1,WP_012824624.1,WP_012824405.1,WP_012823601.1,WP_012824625.1,WP_012824626.1,WP_012824404.1,WP_012823512.1,,,,WP_012823324.1,WP_012823610.1,,,,,,,,,,,,,,,,,,,WP_012823569.1,,,,,,,,,,,,,,,,,,WP_012823594.1
GCF_000768335.1,99.57,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter_C,s__Lysobacter_C arseniciresistens,WP_036207436.1,WP_081974663.1,WP_081974662.1,WP_036207415.1,WP_036207410.1,WP_036207412.1,WP_036207489.1,WP_036207486.1,WP_036207480.1,WP_152597791.1,WP_036207440.1,WP_238978711.1,WP_036207417.1,WP_036207396.1,WP_036207393.1,WP_036207433.1,WP_036207424.1,WP_152597786.1,WP_036207483.1,WP_036207467.1,WP_052101090.1,WP_036207465.1,WP_036207430.1,WP_036207427.1,WP_052101153.1,WP_036207763.1,WP_036207477.1,WP_036207460.1,WP_036207463.1,WP_036207404.1,WP_036207407.1,,WP_036207457.1,WP_052101099.1,WP_036207499.1,WP_036207405.1,WP_052101101.1,WP_036207474.1,WP_036207495.1,,,,,WP_036207443.1,,,,,,,,,,,,,,,,,,,,,,WP_036207454.1,,,,,,,,,,,,,,,,WP_036207421.1
GCF_000230695.2,100.0,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Rhodanobacter,s__Rhodanobacter denitrificans,WP_007511355.1,WP_015448503.1,WP_015448502.1,WP_007506961.1,WP_007506959.1,WP_007506960.1,WP_015448519.1,WP_015448518.1,WP_015448516.1,WP_015448510.1,WP_015448504.1,WP_015448497.1,WP_007506969.1,WP_007506948.1,WP_015448492.1,WP_007511350.1,WP_007515028.1,"WP_007506929.1,WP_015448500.1",WP_231381729.1,WP_015448509.1,WP_015448498.1,WP_015448508.1,WP_015448501.1,WP_015448499.1,WP_015448523.1,WP_015448515.1,WP_015448514.1,WP_007511364.1,WP_015448507.1,WP_007506956.1,WP_015448496.1,,WP_236126959.1,WP_015448511.1,WP_007511401.1,WP_015448495.1,WP_027490656.1,WP_015448513.1,WP_015448522.1,,,,,WP_015448505.1,WP_015448490.1,,,,,,,,,,,,,,,,,,,,,WP_015448506.1,,,,,,,,,,,,,,,,WP_007515026.1
GCF_004138335.1,98.46,p__Pseudomonadota,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter_A,s__Steroidobacter_A agariperforans,"WP_129644817.1,WP_129649369.1","WP_129644819.1,WP_129649240.1","WP_129644823.1,WP_129649242.1","WP_129644855.1,WP_129649234.1","WP_129644858.1,WP_129649232.1",WP_129644871.1,"WP_129644782.1,WP_129649255.1","WP_129644784.1,WP_129649256.1","WP_129644787.1,WP_129649258.1","WP_129644799.1,WP_129649263.1","WP_129644815.1,WP_129649239.1","WP_129645881.1,WP_129649236.1","WP_129644853.1,WP_129649235.1","WP_129640979.1,WP_129644863.1,WP_129649250.1","WP_129640978.1,WP_129644864.1,WP_129649251.1","WP_129644821.1,WP_129649241.1","WP_129644847.1,WP_157994623.1","WP_129644872.1,WP_129649231.1,WP_129649247.1,WP_157994392.1","WP_129644786.1,WP_129649257.1","WP_129649371.1,WP_157994390.1",WP_129644851.1,"WP_129644803.1,WP_129649229.1,WP_129649230.1","WP_129644825.1,WP_129649243.1","WP_129649248.1,WP_157994393.1","WP_129644776.1,WP_129649253.1","WP_129644789.1,WP_129649259.1","WP_129644791.1,WP_129649370.1","WP_129644809.1,WP_129649245.1","WP_129644807.1,WP_129649244.1","WP_129644861.1,WP_129649249.1",WP_129644859.1,WP_157994264.1,WP_129644811.1,"WP_129644797.1,WP_129649262.1","WP_129649252.1,WP_157994388.1",WP_129644860.1,"WP_129644795.1,WP_129649261.1","WP_129644793.1,WP_129649260.1","WP_157994389.1,WP_157994624.1",WP_157994391.1,,,,"WP_129645879.1,WP_129645880.1",WP_129644870.1,,,,,,,,,,,,,,,,,,,,,WP_129644813.1,WP_129641698.1,,,,,,,,,,,,,,,"WP_129644849.1,WP_129649237.1"
GCF_000426685.1,100.0,p__Pseudomonadota,c__Gammaproteobacteria,o__Nevskiales,f__Nevskiaceae,g__Solimonas,s__Solimonas flava,WP_028006897.1,WP_154662433.1,WP_211226163.1,WP_051277914.1,WP_028006906.1,WP_028006905.1,WP_028006971.1,WP_028006972.1,WP_028006974.1,WP_028006980.1,WP_245585113.1,WP_051277913.1,WP_028006904.1,WP_028006911.1,WP_028006912.1,WP_161628852.1,WP_028006902.1,WP_154662434.1,WP_028006973.1,WP_028006981.1,WP_051277912.1,WP_043112113.1,WP_051277911.1,WP_028006901.1,WP_028006967.1,WP_028006975.1,WP_028006976.1,WP_043112101.1,WP_051277942.1,WP_051277915.1,WP_028006907.1,,,WP_028006979.1,WP_028006968.1,WP_245585125.1,WP_051277937.1,WP_245585115.1,WP_028006969.1,WP_028006986.1,,,,WP_028006894.1,,,,,,,,,,,,,,,,,,,,,,WP_154662432.1,,,,,,,,,,,,,,,,WP_020650224.1
GCF_001051235.1,96.48,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Competibacter_A,s__Competibacter_A denitrificans,WP_048672945.1,WP_048672947.1,WP_048672950.1,WP_048672858.1,WP_048672854.1,WP_048672856.1,WP_048673506.1,WP_048673505.1,"WP_048673504.1,WP_071244124.1",WP_048673496.1,WP_053085278.1,WP_048672974.1,WP_048672860.1,WP_048672849.1,WP_048672847.1,WP_048672948.1,WP_082161178.1,"WP_048672954.1,WP_048674156.1",WP_053085296.1,WP_048673495.1,WP_048672861.1,WP_048673932.1,WP_048672952.1,WP_048672865.1,WP_048673509.1,WP_048673502.1,WP_048673501.1,WP_048673925.1,WP_048673927.1,WP_048672850.1,WP_048672851.1,WP_048676005.1,WP_048673923.1,WP_048673497.1,WP_048673508.1,WP_048672972.1,WP_048673499.1,WP_048673500.1,WP_048673507.1,WP_048673930.1,,,,WP_048672942.1,WP_048672845.1,,,,,,,,,,,,,,,,,,,,,WP_048673516.1,,,,,,,,,,,,,,,,
GCF_000014785.1,100.0,p__Pseudomonadota,c__Gammaproteobacteria,o__Nitrococcales,f__Halorhodospiraceae,g__Alkalilimnicola,s__Alkalilimnicola ehrlichii,WP_011628458.1,WP_011628459.1,WP_011628461.1,WP_011628728.1,WP_011628730.1,"WP_011628729.1,WP_011629546.1",WP_011628642.1,WP_011628643.1,WP_011628645.1,WP_011628651.1,WP_011628457.1,WP_011628726.1,WP_011628727.1,"WP_011629141.1,WP_011629249.1,WP_011629811.1","WP_011629142.1,WP_011629248.1,WP_011629812.1",WP_011628460.1,WP_011628723.1,"WP_011629545.1,WP_156774630.1",WP_011628644.1,WP_011628652.1,WP_041717917.1,"WP_011628447.1,WP_011628449.1",WP_011628462.1,WP_011628722.1,WP_011628637.1,WP_011628646.1,WP_011628647.1,WP_232209280.1,WP_011628452.1,WP_011628733.1,WP_011628731.1,"WP_011628339.1,WP_011629582.1",WP_011628454.1,WP_011628650.1,WP_011628638.1,WP_041717918.1,WP_269490055.1,WP_011628648.1,WP_049753517.1,"WP_011628450.1,WP_011628451.1",,,,"WP_011628456.1,WP_232209281.1",WP_011629547.1,,,,,,,,,,,,,,,,,,,,,WP_041717966.1,,,,,,,,,,,,,,,,WP_232209304.1
GCF_900141795.1,99.39,p__Pseudomonadota,c__Gammaproteobacteria,o__Thiomicrospirales,f__Thiomicrospiraceae,g__Sulfurivirga,s__Sulfurivirga caldicuralii,WP_074201395.1,WP_074201394.1,WP_074201392.1,WP_074201445.1,WP_074201382.1,"WP_074201221.1,WP_074201383.1",WP_074200890.1,WP_074200891.1,WP_074200893.1,WP_074200900.1,WP_074201396.1,WP_200770553.1,WP_074201384.1,"WP_074201389.1,WP_074201641.1,WP_074201652.1","WP_074201388.1,WP_074201640.1,WP_074201650.1,WP_074201651.1",WP_074201393.1,WP_074201386.1,"WP_074201222.1,WP_074201390.1",WP_074200892.1,WP_074200901.1,WP_074201447.1,"WP_074201404.1,WP_074201800.1,WP_074201984.1",WP_074201391.1,WP_074201387.1,WP_074200885.1,WP_074200894.1,WP_074200895.1,"WP_074200453.1,WP_074201401.1",WP_074201402.1,WP_074201379.1,WP_074201381.1,WP_074201368.1,WP_074201400.1,WP_074200899.1,WP_074200886.1,WP_074201380.1,WP_234947307.1,WP_074200896.1,WP_074200887.1,"WP_074201403.1,WP_143598492.1",,,,"WP_074201399.1,WP_200770562.1",,,,,,,,,,,,,,,,,,,WP_084188250.1,WP_074200889.1,,,,,,,,,,,,,,,,,WP_084188201.1,WP_074201385.1
GCF_001431295.1,98.85,p__Pseudomonadota,c__Gammaproteobacteria,o__Berkiellales,f__Berkiellaceae,g__Berkiella,s__Berkiella aquae,WP_075065879.1,WP_075065878.1,WP_075065876.1,WP_158003367.1,WP_075065862.1,WP_075065863.1,"WP_075065900.1,WP_075067286.1",WP_075065899.1,"WP_075065897.1,WP_075067285.1",WP_075065891.1,WP_075065880.1,WP_075065866.1,WP_075065865.1,WP_075065778.1,WP_075065777.1,WP_075065877.1,WP_075065869.1,WP_075065871.1,WP_075065898.1,WP_075065890.1,WP_139016582.1,WP_235528431.1,WP_075065875.1,WP_075065870.1,WP_075065903.1,"WP_075065896.1,WP_075067284.1,WP_139016645.1",WP_075065895.1,WP_075065887.1,WP_075065888.1,WP_075065860.1,WP_075065861.1,"WP_075065776.1,WP_075065904.1",WP_075065886.1,WP_075065892.1,WP_075065902.1,WP_235528427.1,WP_075065893.1,WP_075065894.1,WP_075065901.1,,,,,"WP_075065881.1,WP_075065884.1",WP_075066546.1,,,,,,,,,,WP_075066182.1,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_075065868.1
GCF_900639985.1,99.62,p__Pseudomonadota,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__Legionella rowbothamii,"WP_133135022.1,WP_133135593.1",WP_133135023.1,"WP_133135025.1,WP_133135596.1","WP_133135583.1,WP_133137282.1","WP_133135585.1,WP_133137280.1",no_hits,"WP_133135532.1,WP_133135590.1","WP_133135531.1,WP_133135591.1","WP_133135529.1,WP_133135600.1,WP_133137053.1",WP_133135525.1,"WP_133135021.1,WP_133135592.1","WP_133135604.1,WP_133137284.1","WP_133135582.1,WP_133137283.1","WP_133137276.1,WP_133137807.1","WP_133137275.1,WP_133137808.1","WP_133135024.1,WP_133135595.1","WP_133135601.1,WP_133137286.1",WP_133135348.1,"WP_133135530.1,WP_133135599.1",WP_133135524.1,"WP_133135603.1,WP_133137423.1",WP_133134995.1,"WP_133135026.1,WP_133135597.1",,WP_133137076.1,"WP_133135528.1,WP_133135586.1","WP_133135527.1,WP_133135587.1",WP_133134992.1,WP_133134993.1,WP_133137277.1,WP_133137279.1,,,WP_133135987.1,WP_133137075.1,WP_165485167.1,"WP_133135988.1,WP_133135990.1","WP_133135526.1,WP_133135589.1","WP_133135588.1,WP_133137074.1",,,,,WP_133135020.1,WP_165485175.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP_133135602.1,WP_133137285.1"
GCF_000297215.2,98.85,p__Pseudomonadota,c__Gammaproteobacteria,o__Piscirickettsiales,f__Piscirickettsiaceae,g__Piscirickettsia,s__Piscirickettsia salmonis,WP_016210452.1,WP_016210454.1,WP_016210451.1,WP_016209787.1,WP_016209770.1,WP_016209786.1,WP_016210274.1,WP_032126334.1,WP_016210285.1,WP_016210270.1,WP_016210447.1,WP_080664822.1,WP_016209776.1,WP_016211119.1,WP_016211122.1,WP_016210453.1,WP_016210320.1,WP_016210445.1,WP_016210271.1,WP_016210281.1,WP_016209797.1,"WP_016210398.1,WP_032126669.1,WP_032126689.1,WP_016210772.1",WP_016210446.1,"WP_016209779.1,WP_016209842.1,WP_161625457.1",WP_016210276.1,WP_080664838.1,WP_016210283.1,WP_032126670.1,WP_016210394.1,WP_016209784.1,WP_016209767.1,"WP_016210868.1,WP_032126499.1,WP_080664812.1",WP_016210390.1,WP_016210277.1,WP_016210275.1,WP_032126438.1,WP_016210279.1,WP_016210272.1,WP_016210273.1,WP_122940572.1,,,,"WP_016210449.1,WP_016210450.1",WP_016209413.1,,,,,,,,,,WP_016209508.1,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_016209775.1
GCF_000764645.1,99.42,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas finlandensis,"WP_033135919.1,WP_167334789.1","WP_033135918.1,WP_033138168.1","WP_033135916.1,WP_033138166.1","WP_033135907.1,WP_033138172.1","WP_033135905.1,WP_033138170.1",no_hits,"WP_033135425.1,WP_033138162.1","WP_033135426.1,WP_033138161.1","WP_005340632.1,WP_033135428.1,WP_033138159.1","WP_033135434.1,WP_033138153.1","WP_033135920.1,WP_033138169.1","WP_033135909.1,WP_033138174.1","WP_033135908.1,WP_033138173.1","WP_033137618.1,WP_033137769.1,WP_033138144.1,WP_033138597.1","WP_033137617.1,WP_033137770.1,WP_033138143.1,WP_033138596.1","WP_033135917.1,WP_033138167.1","WP_033135912.1,WP_167334790.1","WP_033135914.1,WP_033137842.1,WP_033138147.1","WP_033135427.1,WP_033138160.1","WP_033135435.1,WP_033138152.1",WP_033135910.1,"WP_033138150.1,WP_033138628.1,WP_033138629.1,WP_033138739.1","WP_033135915.1,WP_033138165.1","WP_033135913.1,WP_033136385.1,WP_033138146.1","WP_033135422.1,WP_033138164.1","WP_033135429.1,WP_033138158.1","WP_033135430.1,WP_033138157.1","WP_033137339.1,WP_033138148.1","WP_033137338.1,WP_033138149.1","WP_033135902.1,WP_033138145.1",WP_033135904.1,WP_033135477.1,WP_033138263.1,"WP_033135433.1,WP_033138154.1","WP_005334177.1,WP_033138163.1",WP_033135903.1,"WP_033135432.1,WP_033138155.1","WP_033135431.1,WP_033138156.1","WP_081959385.1,WP_167334788.1",WP_033138627.1,,,,"WP_033138696.1,WP_033138698.1,WP_050514360.1",WP_033138599.1,,,,,,WP_033138151.1,,,WP_050514246.1,WP_033137975.1,,,,,,,,WP_033135929.1,WP_033135928.1,,,,,,WP_033136057.1,,WP_005338718.1,,,,,,,,,,"WP_033135911.1,WP_033138175.1"
GCF_000485795.1,99.84,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Shewanellaceae,g__Shewanella,s__Shewanella decolorationis,WP_023267130.1,WP_023267131.1,WP_023267133.1,WP_023267140.1,WP_023267142.1,"WP_023267141.1,WP_023267153.1",WP_023267110.1,WP_023267111.1,WP_023267113.1,WP_023267119.1,WP_011625692.1,WP_011622079.1,WP_023267139.1,WP_039978555.1,WP_023268109.1,WP_023267132.1,WP_023267137.1,"WP_023267135.1,WP_023267154.1",WP_023267112.1,WP_023267120.1,WP_023267138.1,"WP_023267121.1,WP_023267122.1",WP_023267134.1,"WP_023266265.1,WP_023267136.1",WP_023267106.1,WP_039978130.1,WP_023267115.1,WP_039978131.1,WP_023267124.1,WP_023267144.1,WP_023267143.1,WP_039977896.1,WP_023267125.1,WP_023267118.1,WP_023267107.1,WP_011622085.1,WP_023267117.1,WP_023267116.1,WP_023267108.1,WP_023267123.1,,,,"WP_023267127.1,WP_023267129.1",WP_023267152.1,,,,,,,,,WP_011715863.1,WP_039978495.1,,,,,,,,WP_023267105.1,WP_023267103.1,,,WP_000566753.1,WP_000210563.1,,WP_039978710.1,,WP_039978153.1,,,,,,,,,,WP_011716424.1
GCF_002165625.1,100.0,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Neiellaceae,g__Neiella,s__Neiella marina,WP_229744713.1,WP_087505670.1,WP_087505672.1,WP_087505681.1,WP_087505683.1,WP_087505682.1,WP_087504638.1,WP_087504639.1,"WP_087504641.1,WP_087506117.1",WP_087507599.1,WP_087505668.1,WP_087505679.1,WP_087505680.1,"WP_087504987.1,WP_087505691.1","WP_087504986.1,WP_087505692.1",WP_158100547.1,WP_087505676.1,WP_087505674.1,WP_087504640.1,WP_087507600.1,WP_143824517.1,"WP_087504456.1,WP_087504478.1,WP_087507601.1,WP_087507615.1",WP_087505673.1,"WP_087505675.1,WP_229744815.1",WP_087504633.1,WP_087507596.1,WP_087507597.1,WP_087505664.1,WP_087507617.1,WP_087505686.1,WP_087505684.1,"WP_087504138.1,WP_087504266.1,WP_087505001.1,WP_158100499.1",WP_087505663.1,WP_229744810.1,WP_087504634.1,WP_087505685.1,WP_087507618.1,WP_087507598.1,WP_158100480.1,WP_087507616.1,,,,"WP_087505665.1,WP_087505667.1",WP_087505696.1,,,,,,,,,WP_229744729.1,WP_158100509.1,,,,,,,,WP_087505842.1,WP_158100559.1,,,WP_000566753.1,WP_000210563.1,,WP_087507243.1,,WP_087505841.1,,,,,,,,,,WP_087505677.1
GCF_002207865.1,100.0,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Alteromonadaceae,g__Colwellia,s__Colwellia marinimaniae,WP_231732983.1,WP_057180207.1,WP_057180209.1,WP_057180218.1,WP_057180220.1,WP_057180219.1,WP_057180378.1,WP_057180184.1,WP_197410256.1,WP_057180192.1,WP_057180206.1,WP_057180216.1,WP_057180217.1,"WP_057179945.1,WP_057180228.1","WP_057179946.1,WP_057180229.1",WP_057180208.1,WP_088568935.1,"WP_057180211.1,WP_200818674.1",WP_057180185.1,WP_057180193.1,WP_231732979.1,"WP_057179455.1,WP_088568933.1,WP_088568934.1",WP_232300024.1,"WP_057179221.1,WP_057180212.1,WP_200818699.1",WP_057180181.1,WP_057180187.1,WP_057180188.1,WP_057180201.1,WP_057180198.1,WP_057180223.1,WP_057180221.1,"WP_057181163.1,WP_057181813.1,WP_057182184.1",WP_057180200.1,WP_057180191.1,WP_082606446.1,WP_057180222.1,WP_057180190.1,"WP_057180189.1,WP_200818703.1,WP_200818724.1",WP_057180182.1,WP_057180197.1,,,,"WP_057180203.1,WP_057180205.1",WP_057180233.1,,,,,,,,,WP_057182779.1,WP_231733048.1,,,,,,,,WP_057180180.1,WP_057180373.1,,,,,,WP_057181654.1,,WP_057180179.1,,,,,,,,,,WP_057180214.1
GCF_001558495.2,100.0,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Vibrionaceae,g__Vibrio,s__Vibrio parahaemolyticus,"WP_005457713.1,WP_011106531.1","WP_005457745.1,WP_005478340.1","WP_005457757.1,WP_025508162.1","WP_005481059.1,WP_029803575.1","WP_005457662.1,WP_005478396.1",no_hits,"WP_005462294.1,WP_005463947.1","WP_005462293.1,WP_005464013.1","WP_005462291.1,WP_005463978.1","WP_005483982.1,WP_029804573.1","WP_005457685.1,WP_015313601.1","WP_005462793.1,WP_029803910.1","WP_005457784.1,WP_005462792.1","WP_005462768.1,WP_005482965.1","WP_005460634.1,WP_005478256.1","WP_005457705.1,WP_005478070.1","WP_005457756.1,WP_005462796.1","WP_029803572.1,WP_029803908.1","WP_005462292.1,WP_005463939.1","WP_005482245.1,WP_005497981.1",WP_005457659.1,"WP_005457770.1,WP_005462278.1,WP_005481079.1,WP_015297116.1,WP_015313606.1,WP_029806176.1,WP_029807157.1,WP_029804656.1","WP_005457733.1,WP_005462826.1","WP_005457696.1,WP_005460376.1,WP_005462773.1","WP_005463929.1,WP_029804575.1","WP_005462290.1,WP_005464045.1","WP_005382032.1,WP_005481471.1","WP_005433081.1,WP_005462778.1","WP_005462779.1,WP_021822575.1","WP_005457739.1,WP_005462772.1",WP_029803911.1,"WP_005499292.1,WP_005499777.1,WP_029806278.1,WP_029806411.1",WP_015297114.1,"WP_005454015.1,WP_005463927.1","WP_005453996.1,WP_005464040.1",WP_005457698.1,"WP_005454020.1,WP_005463987.1","WP_005462288.1,WP_011106240.1","WP_005486752.1,WP_029805273.1",WP_005457768.1,,,,"WP_005478291.1,WP_005481102.1,WP_029803906.1",WP_025505995.1,,,,,,,,,,,,,,,,,,WP_005453982.1,WP_005496141.1,,,,,,,,WP_005382013.1,,,,,,,,,WP_025526789.1,"WP_005457660.1,WP_005462794.1"
